ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Approved
APPR20918212119,Male,01/11/69,01/07/16,C10013,B,COM0000817,C,4,12500,B003,G,Y,S133,B,3100,70000,5,14,1629,10,0
APPS50197364225,Male,03/03/71,01/07/16,C10001,A,COM0023836,A,4,3000,B003,G,Y,S133,C,0,45000,5,,,4,0
APPT10368625339,Male,05/12/89,01/07/16,C10009,B,COM0019915,C,4,1500,B003,G,Y,S133,C,0,33000,5,,,2,0
APPU50751234449,Female,20/04/87,01/07/16,C10006,A,COM0038621,A,4,2000,B015,P,Y,S133,B,0,20000,3,32.5,877,4,0
APPV60641407503,Male,14/06/94,01/07/16,C10006,A,COM0000015,C,3,1500,B001,P,Y,S133,C,0,35000,5,,,2,0
APPX50939861735,Female,10/10/89,01/07/16,C10072,B,COM0006901,B,4,1400,B003,G,N,S133,B,720,,,,,0,0
APPZ50631657908,Female,05/10/94,01/07/16,C10001,A,COM0003046,A,4,1500,B001,P,N,S122,B,0,,,,,0,0
APPB80044912125,Female,10/10/89,01/07/16,C10072,B,COM0006901,B,4,1400,B003,G,N,S133,B,0,,,,,0,0
APPC70100241238,Female,05/10/94,01/07/16,C10001,A,COM0003046,A,4,1500,B001,P,N,S122,B,0,,,,,0,0
APPE20040711415,Male,25/11/81,01/07/16,C10003,A,COM0030018,B,4,20000,B002,P,Y,S133,B,0,50000,2,14.85,2421,10,0
APPG80410639619,Female,24/09/74,01/07/16,C10004,A,COM0023300,A,4,1500,B003,G,N,S137,B,180,,,,,0,0
APPH40666923728,Male,23/06/86,01/07/16,C10010,A,COM0049319,B,4,3750,B001,P,Y,S143,B,1065.3,20000,3,14.75,691,10,0
APPI40354828838,Female,22/01/84,01/07/16,C10002,A,COM0009729,C,4,9000,B002,P,Y,S133,C,0,150000,5,,,7,0
APPJ10292946942,Female,24/08/89,01/07/16,C10003,A,COM0000002,C,1,2500,B005,P,Y,S143,B,0,30000,5,13,683,10,0
APPK30917661002,Male,07/11/86,01/07/16,C10054,C,COM0000238,C,4,2200,B004,P,Y,S133,B,0,30000,3,18.25,1088,4,0
APPL90752387115,Male,06/01/72,01/07/16,C10001,A,COM0015277,A,4,15000,B001,P,Y,S133,B,1500,20000,5,,,10,0
APPM70516079224,Female,11/07/93,01/07/16,C10002,A,COM0003069,A,4,16500,B006,P,N,S133,E,0,,,,,10,0
APPN20477107343,Female,23/11/89,01/07/16,C10014,B,COM0001909,A,4,1250,B002,P,N,S133,B,0,,,,,0,0
APPP30143086544,Male,27/01/88,01/07/16,C10014,B,COM0000337,C,4,5000,B002,P,Y,S133,E,900,50000,5,,,10,0
APPQ60884838621,Female,25/07/87,01/07/16,C10001,A,COM0049516,A,4,2850,B033,G,N,S133,B,0,,,,,10,0
APPR10125343734,Male,04/12/82,01/07/16,C10064,C,COM0016220,A,4,2200,,,Y,S151,B,500,30000,5,20,795,4,0
APPT10308713914,Female,01/02/92,01/07/16,C10003,A,COM0000023,A,,1200,B003,G,N,S151,B,130,,,,,0,0
APPU60396323039,Male,29/11/66,01/07/16,C10093,C,COM0010292,A,4,5200,B003,G,Y,S133,B,1985,62000,5,,,10,0
APPV10041796149,Male,27/04/73,01/07/16,C10005,A,COM0042231,A,4,2500,B003,G,Y,S159,B,0,34000,2,,,7,0
APPW40253643202,Male,03/02/86,01/07/16,C10001,A,COM0004175,C,4,2850,B001,P,Y,S143,B,0,50000,5,16.75,1236,7,0
APPX60428132313,Female,15/11/92,01/07/16,C10007,A,COM0000998,B,4,600,B015,P,N,S159,C,0,,,,,0,0
APPY80573535438,Male,02/06/91,01/07/16,C10072,B,COM0016446,A,4,2000,B004,P,Y,S133,B,0,20000,3,,,4,0
APPZ50848568543,Male,14/10/80,01/07/16,C10004,A,COM0019806,A,4,3000,B001,P,Y,S159,B,0,30000,4,,,7,0
APPA30853249612,Male,14/10/86,01/07/16,C10004,A,COM0000041,B,1,3000,B026,P,Y,S122,B,0,10000,3,19.75,370,10,0
APPC30868116845,Male,22/02/76,01/07/16,C10008,A,COM0000018,A,1,1700,B004,P,Y,S159,C,0,39000,5,,,2,0
APPD50228808905,Female,05/03/76,01/07/16,C10015,C,COM0000986,A,4,3000,B018,G,Y,S133,E,0,40000,4,16.5,1144,7,0
APPE40527889011,Male,30/08/87,01/07/16,C10002,A,COM0000274,A,4,2800,B004,P,Y,S133,C,0,42000,5,20,1113,4,0
APPF50653299125,Male,11/10/81,01/07/16,C10042,C,COM0001617,C,4,3400,B003,G,Y,S133,B,490,35000,5,16.75,865,7,0
APPG40716716238,Male,08/08/87,01/07/16,C10016,B,COM0029300,B,4,1750,B030,P,Y,S133,C,0,39000,5,20,1033,2,0
APPH60168652309,Female,05/07/82,01/07/16,C10004,A,COM0018236,A,4,7000,B002,P,N,S159,B,6800,,,,,0,0
APPI10427474413,Female,18/08/89,01/07/16,C10005,A,COM0000003,B,2,3500,B001,P,Y,S133,C,0,59000,5,13,1342,7,0
APPK80446723639,Female,05/05/92,01/07/16,C10314,C,COM0023265,A,4,125,B010,G,N,S133,B,0,,,,,0,0
APPL40691842741,Male,24/05/88,01/07/16,C10018,C,COM0051577,C,4,2340,B007,G,Y,S159,C,0,34000,5,20,901,4,0
APPM60299004819,Male,30/08/89,01/07/16,C10487,C,COM0000878,A,4,3000,B003,G,Y,S122,B,1000,41000,5,,,7,0
APPN50362399944,Male,05/04/86,01/07/16,C10023,B,COM0000248,A,4,6500,B003,G,Y,S133,B,0,100000,5,,,10,0
APPQ80746943227,Female,17/08/89,01/07/16,C10013,B,COM0027906,C,4,1000,B002,P,N,S122,C,0,,,,,0,0
APPS80680243448,Female,16/11/81,01/07/16,C10004,A,COM0001936,C,4,4400,B004,P,Y,S133,C,0,72000,5,14.85,1707,7,0
APPT90224636523,Male,15/06/87,01/07/16,C10003,A,COM0056814,A,4,2353.7,B001,P,Y,S133,B,0,20000,5,,,4,0
APPV50922749741,Female,31/03/86,01/07/16,C10006,A,COM0019200,C,4,5200,B001,P,N,S122,B,0,,,,,10,0
APPW30972821801,Male,25/07/87,01/07/16,C10013,B,COM0002382,C,4,1520,B004,P,Y,S133,C,0,35000,5,18.5,898,2,0
APPX40621784918,Male,24/04/95,01/07/16,C10449,C,COM0045045,A,4,2500,B037,G,Y,S159,B,100,11000,1,,,7,0
APPY30628585027,Male,12/02/86,01/07/16,C10005,A,COM0002527,A,4,3000,,,Y,S159,B,0,10000,3,,,7,0
APPB80613597315,Male,03/09/91,01/07/16,C10025,A,COM0004487,B,4,4000,B002,P,Y,S159,B,0,10000,1,18,917,10,0
APPC70195088448,Female,04/08/83,08/07/16,C10009,B,COM0000187,C,4,8500,B001,P,N,S133,E,0,,,,,0,0
APPD10840399502,Male,02/03/78,01/07/16,C10014,B,COM0000205,C,4,5000,B002,P,Y,S133,F,0,82000,5,13.99,1908,4,0
APPE50913194626,Male,25/07/81,01/07/16,C10107,C,COM0000305,A,4,2500,B003,G,Y,S133,B,810,30000,5,20,795,7,0
APPF60602202745,Female,15/02/87,01/07/16,C10003,A,COM0006336,C,4,4700,B001,P,N,S133,B,0,,,,,10,0
APPG40611549819,Female,21/10/91,01/07/16,C10002,A,COM0007315,B,4,3200,B001,P,Y,S133,F,0,49000,5,20,1298,4,0
APPI40047064031,Male,02/10/87,01/07/16,C10003,A,COM0000021,A,1,2700,B002,P,Y,S159,C,0,40000,5,19,1038,4,0
APPJ90120809102,Male,22/04/80,01/07/16,C10002,A,COM0007385,C,4,6800,B001,P,Y,S123,B,0,100000,5,,,10,0
APPK90762425214,Female,10/02/95,01/07/16,C10001,A,COM0007564,A,4,2950,B001,P,N,S133,E,1200,,,,,0,0
APPM60411536443,Female,29/12/84,01/07/16,C10001,A,COM0010961,C,4,4500,B012,G,N,S133,E,2750,,,,,0,0
APPN40205505508,Male,10/02/95,01/07/16,C10001,A,COM0007564,A,4,3500,B001,P,Y,S133,E,1200,33000,3,20,1226,7,0
APPO60863079614,Male,14/01/91,01/07/16,C10003,A,COM0055186,A,4,2500,B023,G,Y,S122,B,600,30000,3,,,7,0
APPP10480648727,Female,29/12/84,01/07/16,C10001,A,COM0010961,C,4,4750,B012,G,N,S133,E,2750,,,,,0,0
APPQ50733109846,Male,14/03/88,01/07/16,C10573,C,COM0000191,A,4,2000,,,Y,S133,B,400,30000,5,20,795,4,0
APPS30513638027,Male,07/08/87,01/07/16,C10005,A,COM0047017,C,4,2500,B001,P,Y,S133,E,600,22000,4,20,669,7,0
APPT70403088133,Male,21/10/82,01/07/16,C10007,A,COM0013524,C,4,2500,B021,P,Y,S122,B,0,10000,3,20,372,7,0
APPU90973124248,Male,03/03/71,01/07/16,C10022,B,COM0050295,C,4,6200,B003,G,Y,S159,C,0,107000,5,14.85,2537,4,0
APPW30349208438,Female,02/06/88,01/07/16,C10110,C,COM0001066,C,4,1000,,,N,S159,B,0,,,,,0,0
APPX50826031544,Female,23/07/90,01/07/16,C10003,A,COM0000560,C,4,1700,B002,P,N,S122,C,0,,,,,0,0
APPY90617088607,Male,05/02/84,01/07/16,C10027,A,COM0000058,C,1,4000,B002,P,Y,S133,E,0,30000,5,16.75,742,7,0
APPZ20451012714,Male,10/10/87,01/07/16,C10645,C,COM0009090,A,4,2850,B003,G,Y,S133,B,900,30000,4,20,913,7,0
APPC20132569024,Male,09/02/92,01/07/16,C10001,A,COM0001238,B,4,1720,B001,P,Y,S159,B,500,10000,5,18.5,257,2,0
APPD60483989133,Male,02/01/74,01/07/16,C10001,A,COM0035763,A,4,2500,B045,G,Y,S133,C,0,36000,5,19,934,4,0
APPE50350495245,Male,13/06/91,01/07/16,C10001,A,COM0041040,C,4,5200,B006,P,Y,S143,B,716.1,50000,5,,,10,0
APPF50312212319,Male,06/03/69,01/07/16,C10004,A,COM0011699,A,4,7500,B004,P,Y,S133,B,0,15000,2,,,10,0
APPH20893774533,Female,18/02/83,01/07/16,C10006,A,COM0000707,B,4,8050,B005,P,N,S122,B,3300,,,,,0,0
APPK80543983816,Male,03/11/84,01/07/16,C10063,C,COM0045988,A,4,5000,B008,G,Y,S122,B,0,10000,2,,,10,0
APPL40061242945,Female,10/01/86,01/07/16,C10018,C,COM0029801,C,4,1300,B009,G,N,S122,F,0,,,,,0,0
APPM60798025003,Female,01/05/80,01/07/16,C10002,A,COM0038926,B,4,10000,B001,P,N,S134,B,0,,,,,10,0
APPN60865786116,Male,15/08/77,01/07/16,C10003,A,COM0010921,B,4,3000,B002,P,Y,S159,B,0,52000,5,15.75,1258,7,0
APPP70473544332,Male,25/11/75,01/07/16,C10001,A,COM0002698,C,4,5050,B001,P,Y,S123,B,0,100000,5,,,10,0
APPQ20574692449,Male,27/01/84,01/07/16,C10066,C,COM0012903,A,4,3000,B004,P,Y,S133,B,380,50000,5,20,1325,7,0
APPR40726478515,Male,04/09/83,01/07/16,C10203,C,COM0019738,C,4,4500,B003,G,Y,S133,E,0,85000,5,,,7,0
APPS40189968622,Male,08/11/79,01/07/16,C10008,A,COM0041270,A,4,2500,B009,G,Y,S133,B,175,30000,5,,,7,0
APPU70696026846,Female,12/01/78,01/07/16,C10018,C,COM0005773,C,4,700,B001,P,N,S133,C,0,,,,,0,0
APPW40534376018,Female,27/07/96,01/07/16,C10074,C,COM0003919,A,4,1500,B003,G,N,S122,E,0,,,,,0,0
APPX30116671136,Male,15/08/94,01/07/16,C10002,A,COM0004128,B,4,2800,B002,P,Y,S159,C,0,42000,5,18.25,1072,4,0
APPY60951237242,Female,31/12/91,01/07/16,C10001,A,COM0013253,A,4,3300,B005,P,N,S133,B,0,,,,,7,0
APPZ30967146318,Male,11/09/89,01/07/16,C10002,A,COM0002271,B,4,3000,B015,P,Y,S122,F,0,45000,5,,,7,0
APPA60326899422,Female,07/04/81,01/07/16,C10006,A,COM0000254,B,4,50000,B002,P,N,S133,B,2000,,,,,10,1
APPB30393224533,Female,27/07/96,01/07/16,C10074,C,COM0003919,A,4,2500,B009,G,N,S122,E,0,,,,,0,0
APPC90780545643,Female,18/07/85,01/07/16,C10003,A,COM0009959,A,4,1000,B030,P,N,S159,C,0,,,,,0,0
APPD10453471704,Male,21/12/91,01/07/16,C10002,A,COM0003563,C,4,3300,B002,P,Y,S133,C,0,51000,5,,,4,0
APPE20684534832,Female,08/09/82,01/07/16,C10028,C,COM0028747,A,4,4320,B020,G,N,S133,E,300,,,,,10,0
APPF30272436945,Male,15/08/94,01/07/16,C10002,A,COM0004128,B,4,2800,B002,P,Y,S159,C,0,42000,5,,,4,0
APPG20394774023,Male,03/03/78,01/07/16,C10001,A,COM0016558,A,4,2150,B020,G,Y,S122,C,0,31000,5,20,821,4,0
APPH60560787142,Male,01/09/77,01/07/16,C10034,C,COM0000247,C,4,4500,B002,P,Y,S133,E,713.7,50000,5,14.99,1189,10,0
APPI60084562225,Male,28/09/82,01/07/16,C10001,A,COM0013075,B,4,6900,B001,P,Y,S133,B,0,50000,5,,,10,0
APPJ60882126338,Male,23/11/87,01/07/16,C10001,A,COM0000034,C,1,5000,B001,P,Y,S133,B,0,50000,5,14.85,1186,10,0
APPK50009084401,Male,10/05/92,01/07/16,C10003,A,COM0045616,B,4,1800,B003,G,Y,S133,C,0,40000,5,20,1060,2,0
APPL20030558517,Female,01/10/93,01/07/16,C10001,A,COM0004339,B,4,2491,B011,P,N,S122,B,0,,,,,4,0
APPM50021605625,Female,03/10/89,01/07/16,C10001,A,COM0001201,A,4,1555,B003,G,N,S143,B,0,,,,,0,0
APPN90058253748,Male,14/07/66,01/07/16,C10007,A,COM0044045,A,4,1500,,,Y,S133,E,0,20000,3,20,743,2,0
APPO70822189809,Male,02/09/94,01/07/16,C10007,A,COM0002994,A,4,2800,B003,G,Y,S159,C,0,42000,5,16.75,1038,7,0
APPP30370133915,Female,07/01/95,01/07/16,C10001,A,COM0055634,A,4,1200,B010,G,N,S133,C,0,,,,,0,0
APPQ50861911026,Female,24/10/88,01/07/16,C10001,A,COM0040854,A,4,4000,B002,P,N,S122,E,0,,,,,10,0
APPR70697531134,Male,30/04/86,01/07/16,C10003,A,COM0020226,B,4,5600,B002,P,Y,S123,B,0,100000,5,,,10,0
APPT60354409309,Female,04/02/81,01/07/16,C10001,A,COM0004639,B,4,6000,B002,P,N,S133,B,1050,,,,,10,0
APPU10592234411,Female,19/06/95,01/07/16,C10004,A,COM0046314,A,4,1000,B023,G,N,S159,B,150,,,,,0,0
APPW70430227631,Male,10/06/84,01/07/16,C10003,A,COM0007087,B,4,1800,B002,P,Y,S122,C,0,40000,5,20,1060,2,0
APPY10278273803,Female,28/05/89,01/07/16,C10003,A,COM0020945,A,4,1250,B010,G,N,S159,C,0,,,,,0,0
APPZ30140765917,Female,20/03/83,01/07/16,C10001,A,COM0011251,B,4,1658.6,B001,P,N,S133,B,800,,,,,0,0
APPA30853821026,Male,19/04/91,01/07/16,C10003,A,COM0000007,C,1,2500,B002,P,Y,S133,E,0,8000,1,,,10,0
APPB60974919132,Male,13/06/87,01/07/16,C10001,A,COM0005994,A,4,2500,B006,P,Y,S133,C,0,34000,3,,,4,0
APPC90076721249,Female,10/06/90,01/07/16,C10003,A,COM0004860,B,4,3150,B001,P,Y,S122,B,450,30000,5,,,7,0
APPD70158581309,Male,19/11/77,01/07/16,C10013,B,COM0013272,A,4,3830,B003,G,Y,S159,C,0,62000,5,14.85,1470,7,0
APPE50103584422,Female,09/11/90,01/07/16,C10002,A,COM0035568,A,4,1000,,,N,S159,B,300,,,,,0,0
APPF50123212536,Female,10/07/88,01/07/16,C10002,A,COM0000015,C,3,2050,B005,P,N,S133,E,250,,,,,0,0
APPG70351847649,Male,23/05/88,12/07/16,C10013,B,COM0000765,A,4,3655,B020,G,Y,S133,C,0,50000,4,18,1469,10,0
APPH60137501712,Male,04/04/89,01/07/16,C10001,A,COM0000005,A,1,10000,B001,P,Y,S122,B,0,100000,4,,,10,0
APPL30008376104,Female,21/10/83,01/07/16,C10001,A,COM0000030,B,3,1350,B002,P,N,S151,B,300,,,,,0,0
APPN50812064321,Male,11/09/84,01/07/16,C10027,A,COM0001142,B,4,2060,B002,P,Y,S133,B,0,10000,1,,,4,0
APPO10057578431,Male,10/08/90,01/07/16,C10002,A,COM0000125,C,2,2370,B004,P,Y,S159,C,0,37000,5,18.25,945,4,0
APPP40353883502,Female,05/05/85,01/07/16,C10001,A,COM0001884,C,4,3600,B002,P,N,S134,B,0,,,,,7,0
APPR40726833729,Male,21/01/89,01/07/16,C10004,A,COM0000099,A,1,3500,B002,P,Y,S133,B,0,30000,3,,,7,0
APPS40250536833,Male,03/06/90,01/07/16,C10013,B,COM0006462,B,4,2500,B001,P,Y,S122,B,1000,20000,5,20,530,7,0
APPT90421821907,Male,21/09/89,01/07/16,C10003,A,COM0000659,B,4,4500,B002,P,Y,S143,C,0,79000,5,,,7,0
APPU30423841021,Female,09/09/91,01/07/16,C10003,A,COM0005846,A,4,1400,B008,G,N,S133,B,500,,,,,0,0
APPV20319409138,Male,10/11/67,01/07/16,C10002,A,COM0019073,A,4,5000,B041,P,Y,S133,B,1500,50000,3,,,10,0
APPW30444772204,Male,11/06/93,01/07/16,C10255,C,COM0048252,A,4,3000,B003,G,Y,S133,E,0,69000,4,,,7,0
APPX70750849323,Male,29/10/79,01/07/16,C10084,C,COM0008454,A,4,2000,B003,G,Y,S137,B,180,10000,1,,,4,0
APPZ40950785508,Male,30/09/63,01/07/16,C10012,A,COM0024884,B,4,2100,B002,P,Y,S127,C,0,30000,5,24,863,4,0
APPA90445941615,Female,10/02/78,01/07/16,C10004,A,COM0010390,A,4,25000,B022,G,N,S133,E,2480,,,,,10,0
APPB80256888741,Female,01/07/91,01/07/16,C10002,A,COM0015210,A,4,1600,B006,P,N,S159,C,0,,,,,0,0
APPD10634966911,Female,06/09/90,01/07/16,C10006,A,COM0007726,A,4,900,B003,G,N,S133,B,300,,,,,0,0
APPE60053125039,Male,23/10/85,01/07/16,C10004,A,COM0017867,A,4,6700,B003,G,Y,S133,B,0,30000,3,14.85,1038,10,0
APPF70394781105,Male,03/03/91,01/07/16,C10027,A,COM0016005,B,4,5000,B002,P,Y,S122,B,0,30000,5,,,7,0
APPG40243897218,Male,15/08/87,01/07/16,C10009,B,COM0000016,A,1,35820.2,B003,G,Y,S122,B,1600,100000,4,,,10,0
APPH70951781337,Male,01/05/92,01/07/16,C10611,C,COM0045162,A,4,2096,B003,G,Y,S133,B,0,47000,5,,,4,0
APPJ80645273507,Male,09/01/81,01/07/16,C10013,B,COM0000060,A,3,3000,B001,P,Y,S133,F,0,45000,5,20,1192,4,0
APPK50221151601,Male,31/08/68,01/07/16,C10001,A,COM0046384,A,4,2510.1,B004,P,Y,S122,B,133,50000,5,20,1325,7,0
APPL10644771711,Male,17/04/90,01/07/16,C10010,A,COM0055974,A,4,2195,B002,P,Y,S159,B,0,30000,5,20,795,4,0
APPN10425869933,Male,05/08/85,02/07/16,C10333,C,COM0000549,A,4,5000,B003,G,Y,S122,B,0,100000,5,,,0,0
APPO90828664049,Female,25/01/75,07/07/16,C10073,C,COM0024550,A,4,3650,B003,G,N,S159,B,0,,,,,7,0
APPP40776648118,Female,27/08/76,01/07/16,C10010,A,COM0007380,A,4,8300,B002,P,N,S133,B,5350,,,,,0,0
APPQ10694194227,Male,31/08/70,01/07/16,C10340,C,COM0054270,A,4,2500,,,Y,S133,B,0,50000,5,20,1325,7,0
APPR60142668332,Male,02/09/65,01/07/16,C10027,A,COM0018865,B,4,1900,B013,G,Y,S133,B,0,10000,1,,,2,0
APPV60750759747,Male,08/06/83,01/07/16,C10031,C,COM0000049,A,1,3500,B003,G,Y,S122,E,0,50000,5,,,7,0
APPW60081595802,Male,01/08/70,01/07/16,C10002,A,COM0022369,A,4,3550,B016,G,Y,S159,C,0,57000,5,18,1447,4,0
APPX60502703929,Female,21/07/93,01/07/16,C10002,A,COM0000125,C,2,1500,B004,P,N,S133,C,0,,,,,0,0
APPY40915074048,Male,03/03/57,01/07/16,C10001,A,COM0031570,A,4,8260,B003,G,Y,S122,B,0,100000,5,15.99,2431,10,0
APPZ20783893109,Female,17/09/88,01/07/16,C10006,A,COM0032734,A,4,5100,B001,P,N,S122,B,3800,,,,,0,0
APPA90091967223,Female,27/09/89,01/07/16,C10044,C,COM0000015,C,3,1760,B004,P,N,S143,B,0,,,,,2,0
APPC60305966414,Female,27/02/88,01/07/16,C10008,A,COM0028668,B,4,1560,B004,P,N,S133,B,0,,,,,0,0
APPD70586195522,Male,27/01/87,01/07/16,C10013,B,COM0002007,A,4,3500,,,Y,S133,C,0,54000,5,13.99,1256,7,0
APPE30568835641,Male,05/01/78,01/07/16,C10007,A,COM0000256,C,4,3000,B002,P,Y,S133,E,920,50000,5,,,10,0
APPF50271409707,Male,13/11/80,01/07/16,C10008,A,COM0000014,A,,3400,B001,P,Y,S133,E,0,30000,5,15.75,726,7,0
APPG10823716818,Male,29/11/85,01/07/16,C10007,A,COM0000190,B,4,1700,B001,P,Y,S133,B,300,20000,4,18.5,593,2,0
APPI20352445037,Male,27/03/94,01/07/16,C10229,C,COM0004054,A,4,2000,B003,G,Y,S122,B,0,30000,5,,,4,0
APPK20456707219,Male,01/02/92,01/07/16,C10011,B,COM0052183,A,4,3500,B003,G,Y,S133,B,400,82000,5,,,10,0
APPL30806108333,Female,16/08/92,01/07/16,C10005,A,COM0004212,A,4,900,,,N,S133,B,0,,,,,0,0
APPN70753194505,Female,19/06/75,01/07/16,C10001,A,COM0006700,B,4,15000,B001,P,N,S133,B,1100,,,,,10,1
APPO80095448615,Male,29/05/88,01/07/16,C10148,C,COM0018974,A,4,2200,B003,G,Y,S133,B,500,20000,3,20,743,4,0
APPP90221254742,Male,06/05/90,01/07/16,C10003,A,COM0055519,A,4,1820,B004,P,Y,S133,F,0,41000,5,20,1086,2,0
APPQ90098119808,Male,31/07/83,01/07/16,C10006,A,COM0051193,C,4,2086,B044,P,Y,S133,C,0,30000,5,18.25,766,4,0
APPR50853153915,Male,10/12/84,01/07/16,C10003,A,COM0000078,B,1,5500,B001,P,Y,S133,E,0,50000,5,,,10,0
APPS20714003035,Female,14/04/87,01/07/16,C10002,A,COM0041958,B,4,2000,B001,P,N,S133,B,0,,,,,4,0
APPT40219264144,Female,04/11/93,01/07/16,C10011,B,COM0053893,A,4,1500,,,N,S122,B,700,,,,,0,0
APPU70365391221,Female,18/08/87,01/07/16,C10005,A,COM0002789,A,4,1500,B003,G,N,S143,B,250,,,,,0,0
APPW60397336448,Male,07/04/88,01/07/16,C10002,A,COM0000162,B,4,4000,B001,P,Y,S133,E,600,30000,3,,,10,0
APPX20038961514,Female,20/07/78,01/07/16,C10003,A,COM0002234,B,4,2100,B002,P,Y,S133,B,500,29000,5,,,4,0
APPY60964147626,Male,20/08/93,01/07/16,C10109,C,COM0050733,A,4,1500,B003,G,Y,S133,B,500,10000,4,20,304,2,0
APPZ40821712734,Female,14/06/91,01/07/16,C10002,A,COM0000211,C,4,1720,B011,P,N,S133,C,0,,,,,0,0
APPA80955853849,Male,29/04/89,01/07/16,C10044,C,COM0000015,C,3,1760,B004,P,Y,S122,E,0,20000,4,18.5,593,2,0
APPC10057865039,Male,09/06/90,01/07/16,C10005,A,COM0000987,B,4,7000,B004,P,Y,S122,B,0,50000,2,,,10,0
APPD10606087142,Female,03/10/80,01/07/16,C10005,A,COM0009530,A,4,8500,,,N,S133,B,4300,,,,,0,0
APPE20985939225,Male,15/04/87,01/07/16,C10002,A,COM0030355,A,4,3400,B001,P,Y,S133,B,0,65000,4,,,7,0
APPG80263231442,Male,03/12/82,01/07/16,C10293,C,COM0015852,C,4,3500,,,Y,S133,B,0,30000,5,,,7,0
APPH60925353507,Male,05/08/85,01/07/16,C10050,C,COM0000549,A,4,5000,B003,G,Y,S122,B,0,100000,5,13.5,2301,10,0
APPI80684274615,Male,10/01/90,01/07/16,C10015,C,COM0000021,A,1,3700,B003,G,Y,S133,C,0,59000,5,15.5,1419,4,0
APPJ50935072721,Male,23/08/91,01/07/16,C10008,A,COM0000284,C,4,2600,B002,P,Y,S143,B,0,37000,4,,,10,0
APPL80305815912,Male,25/07/86,01/07/16,C10001,A,COM0006745,B,4,5000,B001,P,Y,S123,B,0,100000,5,,,10,0
APPO80998386247,Male,03/03/61,01/07/16,C10251,C,COM0044136,A,4,3500,B003,G,Y,S159,B,0,92000,5,20,2437,7,0
APPQ20318459414,Male,31/08/79,01/07/16,C10007,A,COM0019884,B,4,2800,B001,P,Y,S133,B,916,39000,5,,,7,0
APPR60452562523,Female,20/07/95,01/07/16,C10006,A,COM0015018,B,4,880,B002,P,N,S133,E,0,,,,,0,0
APPS70597111635,Male,28/12/90,01/07/16,C10060,C,COM0001798,C,4,10000,B002,P,Y,S133,E,200,10000,5,16,243,10,0
APPU80211625817,Male,14/05/86,01/07/16,C10021,B,COM0004381,A,4,5000,B003,G,Y,S133,C,0,82000,5,18,2082,10,0
APPV80235648938,Female,14/10/82,01/07/16,C10001,A,COM0016625,B,4,5000,B007,G,N,S122,B,1230,,,,,10,0
APPW90491964044,Male,04/01/82,01/07/16,C10011,B,COM0044531,A,4,5000,,,Y,S122,B,700,50000,5,,,10,0
APPX30759046112,Female,26/03/82,01/07/16,C10002,A,COM0035890,A,4,3140,B003,G,N,S134,B,1770,,,,,0,0
APPZ40594632349,Female,01/02/76,01/07/16,C10001,A,COM0000915,B,4,13300,B011,P,N,S133,B,4750,,,,,10,0
APPA30705373432,Female,06/07/91,01/07/16,C10006,A,COM0020778,B,4,4000,B015,P,N,S133,B,0,,,,,10,0
APPC10994033615,Male,01/08/86,01/07/16,C10002,A,COM0036389,A,4,2100,B004,P,Y,S122,C,0,30000,5,,,4,0
APPD50568938726,Male,27/03/85,01/07/16,C10007,A,COM0032899,A,4,2000,B003,G,Y,S133,B,0,20000,5,,,4,0
APPE60618843839,Male,19/06/87,01/07/16,C10002,A,COM0000559,A,4,3000,B002,P,Y,S143,B,0,20000,2,19,1008,7,0
APPG80197929003,Male,01/11/85,01/07/16,C10005,A,COM0000384,C,4,3000,B002,P,Y,S133,C,0,45000,5,16.75,1112,7,0
APPH20170263125,Male,04/08/83,01/07/16,C10009,B,COM0000187,C,4,8500,B001,P,Y,S133,E,0,150000,5,13.25,3432,10,0
APPI30802483233,Male,24/09/90,01/07/16,C10010,A,COM0040822,A,4,2250,B019,G,Y,S143,C,0,33000,5,,,4,0
APPJ80153867304,Male,27/12/74,01/07/16,C10025,A,COM0038332,B,4,3500,B016,G,Y,S159,C,0,54000,5,20,1431,4,0
APPL40423796522,Male,02/07/83,01/07/16,C10004,A,COM0048659,A,4,20000,B020,G,Y,S133,B,0,20000,5,17.5,502,10,0
APPM40912502634,Male,25/03/77,01/07/16,C10005,A,COM0003316,B,4,3000,B004,P,Y,S133,B,0,42000,3,17,1497,7,0
APPN90609378746,Male,17/06/69,01/07/16,C10004,A,COM0011463,A,4,2880,B003,G,Y,S133,B,0,50000,4,16.25,1423,7,0
APPO90238692812,Male,01/11/75,01/07/16,C10003,A,COM0015351,A,4,5000,B003,G,Y,S133,E,950,30000,5,14.85,711,10,0
APPP70403508948,Male,12/05/86,01/07/16,C10001,A,COM0016405,B,4,1850,B001,P,Y,S134,B,0,20000,5,,,2,0
APPQ10136873023,Male,01/01/95,01/07/16,C10014,B,COM0002554,C,4,2000,B001,P,Y,S133,E,650,10000,5,,,4,0
APPR50315971134,Male,19/09/82,01/07/16,C10005,A,COM0000534,A,4,2700,B003,G,Y,S143,C,0,40000,5,16.5,983,4,0
