,Price,Bedroom,Bathroom,sqft,zipcode,Address
257,"$169,900",4 Bd,1 Bath,"2,104 Sqft",13148,"103 State Street,
       
        Seneca Falls, NY 13148"
258,"$339,900",,,,13148,"77 STATE STREET,
       
        SENECA FALLS, NY 13148"
259,"$149,900",6 Bd,3 Bath,"2,647 Sqft",13148,"16 John Street,
       
        Seneca Falls, NY 13148"
260,"$384,900",4 Bd,3 Bath,"2,128 Sqft",13021,"2640 Turnpike Rd,
       
        Auburn, NY 13021"
261,"$75,000",4 Bd,2 Bath,"1,896 Sqft",13148,"58 Mynderse Street,
       
        Seneca Falls, NY 13148"
262,"$269,900",4 Bd,3 Bath,"2,040 Sqft",13148,"18 Leland Drive,
       
        Seneca Falls, NY 13148"
263,"$136,900",,,,13148,"49 W Bayard Street,
       
        Seneca Falls, NY 13148"
264,"$68,000",,,,13035,"25 S Meadow Dr,
       
        Cazenovia, NY 13035"
265,"$499,900",4 Bd,3 Bath,"2,474 Sqft",13035,"1697 North Lake Road,
       
        Cazenovia, NY 13035"
266,"$595,000",,,,13035,"1030 Marlyn Park,
       
        azenovia, NY 13035"
267,"$599,000",,,,13035,"4955 Nelson Rd,
       
        Cazenovia, NY 13035"
268,"$799,000",,,,13035,"0 E Lake Rd,
       
        Cazenovia, NY 13035"
269,"$149,500",3 Bd,1 Bath,"1,009 Sqft",13035,"11 Lyman Street,
       
        Cazenovia, NY 13035"
270,"$649,900",2 Bd,1 Bath,850 Sqft,13783,"9003 County Highway 28,
       
        Hancock, NY 13783"
271,"$59,000",4 Bd,1 Bath,912 Sqft,13408,"5206 Swamp Road,
       
        Smithfield, NY 13408"
272,"$287,000",,,,13032,"4009 Seeber Rd,
       
        Canastota, NY 13032"
273,"$439,000",,,,13408,"4762 South Butler,
       
        Morrisville, NY 13408"
274,"$79,900",4 Bd,2 Bath,"2,524 Sqft",13032,"3085 Seneca Turnpike,
       
        Lenox, NY 13032"
275,"$225,000",3 Bd,2 Bath,"2,112 Sqft",13032,"214 Prospect Street,
       
        Lenox, NY 13032"
276,"$64,000",,,,13409,"4760 Johnson Road,
       
        Stockbridge, NY 13409"
277,"$129,000",,,,13072,"1033 State Route 80,
       
        Georgetown, NY 13072"
278,"$469,900",,,,13052,"27 S Lake Rd,
       
        De Ruyter, NY 13052"
279,"$399,000",,,,13032,"8307 Lewis Point Rd,
       
        Canastota, NY 13032"
280,"$38,900",3 Bd,1 Bath,"1,040 Sqft",13409,"6134 Williams Road,
       
        Stockbridge, NY 13409"
281,"$69,900",3 Bd,2 Bath,"1,224 Sqft",13409,"6176 Valley Mills Street,
       
        Stockbridge, NY 13409"
282,"$34,800",3 Bd,1 Bath,"1,600 Sqft",13421,"387 Washington Avenue,
       
        Oneida, NY 13421"
283,"$200,000",3 Bd,2 Bath,"1,694 Sqft",13421,"256 Belmont Avenue,
       
        Oneida, NY 13421"
284,"$139,900",6 Bd,2 Bath,"2,606 Sqft",13421,"230 W Walnut Street,
       
        Oneida, NY 13421"
285,"$105,000",4 Bd,2 Bath,"1,907 Sqft",13421,"212 Bates Avenue,
       
        Oneida, NY 13421"
286,"$449,000",,,,13036,"40 Cantebury Way,
       
        Central Square, NY 13036"
287,"$515,000",,,,11722,"440 Irving Street,
       
        Central Islip, NY 11722"
288,"$500,000",,,,11722,"415 Elmore Street,
       
        Central Islip, NY 11722"
289,"$550,000",,,,11722,",
       
        Central Islip, NY 11722"
290,"$559,000",,,,11722,"489 Saint Johns Street,
       
        Central Islip, NY 11722"
291,"$474,900",4 Bd,2 Bath,"1,408 Sqft",11722,"230 Earle Street,
       
        Central Islip, NY 11722"
292,"$630,000",,,,11722,"8 Pine Street,
       
        Central Islip, NY 11722"
293,"$365,000",3 Bd,1 Bath,950 Sqft,11722,"3 2nd Avenue,
       
        Central Islip, NY 11722"
294,"$559,000",4 Bd,2 Bath,"1,216 Sqft",11722,"10 Poplar Street,
       
        Central Islip, NY 11722"
295,"$454,999",,,,11722,"15 Oak Street,
       
        Central Islip, NY 11722"
296,"$495,000",3 Bd,1 Bath,913 Sqft,11722,"3 Birch Street,
       
        Central Islip, NY 11722"
297,"$449,990",,,,11722,"19 E Cedar Street,
       
        Central Islip, NY 11722"
298,"$489,000",,,,11722,"21 E Walnut Street,
       
        Central Islip, NY 11722"
299,"$499,999",,,,11722,"166 Saint Johns Square,
       
        Central Islip, NY 11722"
300,"$529,999",4 Bd,2 Bath,"2,188 Sqft",11722,"28 E Locust Street,
       
        Central Islip, NY 11722"
301,"$370,000",3 Bd,1 Bath,846 Sqft,11722,"32 Cypress Street,
       
        Central Islip, NY 11722"
302,"$499,000",,,,11722,"33 Cypress Street,
       
        Central Islip, NY 11722"
303,"$350,000",,,,11722,"33 E Cherry Street,
       
        Central Islip, NY 11722"
304,"$510,000",3 Bd,1 Bath,"1,080 Sqft",11722,"25 Smith Street,
       
        Central Islip, NY 11722"
305,"$840,000",,,,11722,"2 Broadway Avenue,
       
        Central Islip, NY 11722"
306,"$559,000",,,,11722,"39 E Walnut Street,
       
        Central Islip, NY 11722"
307,"$559,500",3 Bd,2 Bath,"1,250 Sqft",11722,"8 Dawn Crescent,
       
        Central Islip, NY 11722"
308,"$247,000",,,,13037,"116 Hawthorne Way,
       
        Chittenango, NY 13037"
309,"$205,500",,,,13037,"1528 Kinderhook Rd,
       
        Chittenango, NY 13037"
310,"$499,900",4 Bd,3 Bath,"2,474 Sqft",13035,"1697 North Lake Road,
       
        Cazenovia, NY 13035"
311,"$79,900",4 Bd,2 Bath,"2,524 Sqft",13032,"3085 Seneca Turnpike,
       
        Lenox, NY 13032"
312,"$599,000",,,,13035,"4955 Nelson Rd,
       
        Cazenovia, NY 13035"
313,"$595,000",,,,13035,"1030 Marlyn Park,
       
        azenovia, NY 13035"
314,"$149,500",3 Bd,1 Bath,"1,009 Sqft",13035,"11 Lyman Street,
       
        Cazenovia, NY 13035"
315,"$238,000",,,,13104,"112 Academy St,
       
        Manlius, NY 13104"
316,"$225,000",3 Bd,2 Bath,"2,112 Sqft",13032,"214 Prospect Street,
       
        Lenox, NY 13032"
317,"$25,000",,,,13032,"8899 N Main Street,
       
        Lenox, NY 13032"
318,"$260,000",3 Bd,2 Bath,"1,335 Sqft",13030,"1252 Palmer Circle,
       
        Sullivan, NY 13030"
319,"$649,900",2 Bd,1 Bath,850 Sqft,13783,"9003 County Highway 28,
       
        Hancock, NY 13783"
320,"$287,000",,,,13032,"4009 Seeber Rd,
       
        Canastota, NY 13032"
321,"$474,800",4 Bd,3 Bath,"2,080 Sqft",13032,"2998 State Route 31,
       
        Lenox, NY 13032"
322,"$399,000",,,,13032,"8307 Lewis Point Rd,
       
        Canastota, NY 13032"
323,"$299,000",,,,13066,"523 E Genesee St,
       
        Fayetteville, NY 13066"
324,"$249,900",2 Bd,1 Bath,"1,056 Sqft",13032,"8618 Stephens Road,
       
        Lenox, NY 13032"
325,"$299,900",4 Bd,2 Bath,"1,352 Sqft",13082,"8835 Bridgeport-Kirkville Road,
       
        Sullivan, NY 13082"
326,"$220,000",,,,13057,"506 Fremont Rd,
       
        East Syracuse, NY 13057"
327,"$59,000",4 Bd,1 Bath,912 Sqft,13408,"5206 Swamp Road,
       
        Smithfield, NY 13408"
328,"$194,500",,,,13057,"103 Broadmore Ln,
       
        East Syracuse, NY 13057"
329,"$34,800",3 Bd,1 Bath,"1,600 Sqft",13421,"387 Washington Avenue,
       
        Oneida, NY 13421"
330,"$279,900",,,,13039,"5968 Hebrides,
       
        Cicero, NY 13039"
331,"$299,900",,,,13039,"6294 Island Rd,
       
        Cicero, NY 13039"
332,"$249,900",,,,13039,"8103 Thurston Dr,
       
        Cicero, NY 13039"
333,"$3,750,000",,,,13039,"6200 South Bay Rd.,
       
        Cicero, NY 13039"
334,"$49,900",,,,13039,"Lot 2B Thompson Rd.,
       
        Cicero, NY 13039"
335,"$264,900",4 Bd,2 Bath,"1,736 Sqft",13212,"7191 Rosewood Circle,
       
        Cicero, NY 13212"
336,"$269,000",3 Bd,3 Bath,"1,804 Sqft",13088,"7369 Cedarpost Road,
       
        Clay, NY 13088"
337,"$124,900",,,,13063,"1041 County Route 37 Rd,
       
        Central Square, NY 13063"
338,"$524,900",3 Bd,3 Bath,"2,143 Sqft",13088,"4980 Astilbe,
       
        Clay, NY 13088"
339,"$399,000",3 Bd,4 Bath,"2,230 Sqft",13041,"8555 Mcnamara Drive,
       
        Clay, NY 13041"
340,"$194,900",2 Bd,2 Bath,"1,114 Sqft",13088,"121 Lueck Lane,
       
        Sloan, NY 13088"
341,"$289,900",4 Bd,3 Bath,"2,068 Sqft",13090,"8033 Princess Path,
       
        Clay, NY 13090"
342,"$189,900",,,,13029,"9653 Black Creek Rd,
       
        Brewerton, NY 13029"
343,"$149,900",2 Bd,1 Bath,750 Sqft,13057,"523 Roby Avenue,
       
        Dewitt, NY 13057"
344,"$170,000",2 Bd,1 Bath,"1,288 Sqft",13208,"518 CRAIG STREET,
       
        SYRACUSE, NY 13208"
345,"$29,900",3 Bd,1 Bath,"1,144 Sqft",13203,"244 Hier Ave,
       
        Syracuse, NY 13203"
346,"$1,000",,,,13208,"510 Bear St,
       
        Syracuse, NY 13208"
347,"$194,500",,,,13057,"103 Broadmore Ln,
       
        East Syracuse, NY 13057"
348,"$199,900",,,,13206,"1130 N Glencove Rd Rd,
       
        Syracuse, NY 13206"
349,"$209,000",,,,13206,"406 Plymouth Dr,
       
        Syracuse, NY 13206"
350,"$220,900",,,,13206,"1028 Sunnycrest Rd,
       
        Syracuse, NY 13206"
351,"$224,900",3 Bd,2 Bath,"1,392 Sqft",13203,"817 Winton Street,
       
        Syracuse, NY 13203"
352,"$159,900",4 Bd,3 Bath,"2,328 Sqft",13040,"2769 State Route 26,
       
        Cincinnatus, NY 13040"
353,"$49,995",,,,13040,"0WP Telephone Rd,
       
        Cincinnatus, NY 13040"
354,"$59,995",,,,13040,"1.6 Dutch Hill Rd. Spur,
       
        Cincinnatus, NY 13040"
355,"$99,995",,,,13040,"1.1 Dutch Hill Rd. Spur,
       
        Cincinnatus, NY 13040"
356,"$529,900",3 Bd,3 Bath,"2,560 Sqft",13040,"4555 Elwood Rd,
       
        Cincinnatus, NY 13040"
357,"$59,000",2 Bd,2 Bath,980 Sqft,13040,"3999 Telephone Road,
       
        Solon, NY 13040"
358,"$355,000",3 Bd,2 Bath,"1,568 Sqft",13040,"3202 County Route 2,
       
        German, NY 13040"
359,"$225,000",3 Bd,2 Bath,"1,900 Sqft",13101,"4116 State Route 41,
       
        Solon, NY 13101"
360,"$220,000",3 Bd,1 Bath,"1,404 Sqft",13101,"4150 State Route 41,
       
        Solon, NY 13101"
361,"$40,000",1 Bd,1 Bath,918 Sqft,13052,"1056 County Route 12,
       
        Lincklaen, NY 13052"
362,"$89,000",3 Bd,1 Bath,"1,172 Sqft",13101,"7 Charles Street,
       
        Cortland, NY 13101"
363,"$214,000",3 Bd,2 Bath,"1,848 Sqft",13803,"18 Galatia Street,
       
        Marathon, NY 13803"
364,"$149,000",3 Bd,2 Bath,"1,568 Sqft",13803,"7 Swift Street,
       
        Marathon, NY 13803"
365,"$134,900",3 Bd,2 Bath,"1,344 Sqft",13101,"17 W Academy Street,
       
        Cortland, NY 13101"
366,"$225,000",4 Bd,2 Bath,"2,364 Sqft",13803,"12 Academy Street,
       
        Marathon, NY 13803"
367,"$319,900",4 Bd,2 Bath,"1,608 Sqft",13045,"2523 Carson Road,
       
        Virgil, NY 13045"
368,"$499,900",3 Bd,3 Bath,"1,822 Sqft",13152,"4759 State Route 41A,
       
        Niles, NY 13152"
369,"$205,092",3 Bd,1 Bath,"1,260 Sqft",13077,"5390 Mead Road,
       
        Homer, NY 13077"
370,"$725,000",3 Bd,3 Bath,"2,768 Sqft",13045,"2093 Kypriotis Drive,
       
        Virgil, NY 13045"
371,"$49,900",3 Bd,1 Bath,"1,431 Sqft",13155,"1624 State Highway 26,
       
        Otselic, NY 13155"
372,"$59,999",3 Bd,1 Bath,"1,190 Sqft",13801,"1725 State Highway 220,
       
        Mc Donough, NY 13801"
373,"$179,900",3 Bd,1 Bath,"1,080 Sqft",13045,"9 Crandall Street,
       
        Cortland, NY 13045"
374,"$399,000",3 Bd,4 Bath,"2,230 Sqft",13041,"8555 Mcnamara Drive,
       
        Clay, NY 13041"
375,"$289,900",4 Bd,3 Bath,"2,068 Sqft",13090,"8033 Princess Path,
       
        Clay, NY 13090"
376,"$269,000",3 Bd,3 Bath,"1,804 Sqft",13088,"7369 Cedarpost Road,
       
        Clay, NY 13088"
377,"$189,900",,,,13029,"9653 Black Creek Rd,
       
        Brewerton, NY 13029"
378,"$524,900",3 Bd,3 Bath,"2,143 Sqft",13088,"4980 Astilbe,
       
        Clay, NY 13088"
379,"$124,900",,,,13063,"1041 County Route 37 Rd,
       
        Central Square, NY 13063"
380,"$329,900",3 Bd,3 Bath,"1,776 Sqft",13090,"3720 Black Brant Drive,
       
        Clay, NY 13090"
381,"$209,000",2 Bd,2 Bath,"1,200 Sqft",13090,"3647 Black Brant Drive,
       
        Clay, NY 13090"
382,"$264,900",4 Bd,2 Bath,"1,736 Sqft",13212,"7191 Rosewood Circle,
       
        Cicero, NY 13212"
383,"$194,900",2 Bd,2 Bath,"1,114 Sqft",13088,"121 Lueck Lane,
       
        Sloan, NY 13088"
384,"$1,000",,,,13208,"510 Bear St,
       
        Syracuse, NY 13208"
385,"$170,000",2 Bd,1 Bath,"1,288 Sqft",13208,"518 CRAIG STREET,
       
        SYRACUSE, NY 13208"
386,"$29,900",3 Bd,1 Bath,"1,144 Sqft",13203,"244 Hier Ave,
       
        Syracuse, NY 13203"
387,"$110,000",,,,13208,"1803 Lodi St,
       
        Syracuse, NY 13208"
388,"$85,000",,,,13203,"104 S Alvord St,
       
        Syracuse, NY 13203"
389,"$80,000",10 Bd,6 Bath,"4,478 Sqft",13209,"207 Cogswell Avenue,
       
        Syracuse, NY 13209"
390,"$224,900",3 Bd,2 Bath,"1,392 Sqft",13203,"817 Winton Street,
       
        Syracuse, NY 13203"
391,"$134,900",,,,13135,"36 Spring St,
       
        Phoenix, NY 13135"
392,"$105,000",,,,13204,"121 Hayden Ave,
       
        Syracuse, NY 13204"
393,"$234,787",,,,13209,"123 Peck Road Ext,
       
        Van Buren Pt, NY 13209"
394,"$199,900",,,,13209,"123 Peck Rd Ext,
       
        Syracuse, NY 13209"
395,"$169,000",3 Bd,1 Bath,900 Sqft,13076,"111 Pangborn Road,
       
        Hastings, NY 13076"
396,"$245,000",,,,13042,"63 Center St,
       
        Cleveland, NY 13042"
397,"$260,000",3 Bd,2 Bath,"1,335 Sqft",13030,"1252 Palmer Circle,
       
        Sullivan, NY 13030"
398,"$149,900",3 Bd,1 Bath,730 Sqft,13316,"72 Sherman Hill Dr,
       
        Camden, NY 13316"
399,"$229,995",,,,13493,"15 Beach Road,
       
        Amboy, NY 13493"
400,"$474,800",4 Bd,3 Bath,"2,080 Sqft",13032,"2998 State Route 31,
       
        Lenox, NY 13032"
401,"$299,900",4 Bd,2 Bath,"1,352 Sqft",13082,"8835 Bridgeport-Kirkville Road,
       
        Sullivan, NY 13082"
402,"$25,000",,,,13032,"8899 N Main Street,
       
        Lenox, NY 13032"
403,"$249,900",2 Bd,1 Bath,"1,056 Sqft",13032,"8618 Stephens Road,
       
        Lenox, NY 13032"
404,"$175,000",,,,13157,"309 23rd Ave,
       
        Sylvan Beach, NY 13157"
405,"$209,900",3 Bd,2 Bath,"1,535 Sqft",13316,"69 2nd Street,
       
        Camden, NY 13316"
406,"$399,000",,,,13032,"8307 Lewis Point Rd,
       
        Canastota, NY 13032"
407,"$229,900",,,,13054,"7152 Cove Rd,
       
        Durhamville, NY 13054"
408,"$234,000",3 Bd,2 Bath,"1,352 Sqft",13483,"11386 Westdale Road,
       
        Camden, NY 13483"
409,"$649,900",1 Bd,1 Bath,800 Sqft,13493,"130 Base Bridge Rd,
       
        Williamstown, NY 13493"
410,"$79,900",4 Bd,2 Bath,"2,524 Sqft",13032,"3085 Seneca Turnpike,
       
        Lenox, NY 13032"
411,"$225,000",3 Bd,2 Bath,"2,112 Sqft",13032,"214 Prospect Street,
       
        Lenox, NY 13032"
412,"$220,000",,,,13057,"506 Fremont Rd,
       
        East Syracuse, NY 13057"
413,"$199,000",,,,13316,"10341 Taberg Florence rd,
       
        Camden, NY 13316"
414,"$299,000",,,,13066,"523 E Genesee St,
       
        Fayetteville, NY 13066"
415,"$287,000",,,,13032,"4009 Seeber Rd,
       
        Canastota, NY 13032"
416,"$74,000",4 Bd,2 Bath,"1,704 Sqft",13308,"8097 Herder Road,
       
        Vienna, NY 13308"
417,"$194,500",,,,13057,"103 Broadmore Ln,
       
        East Syracuse, NY 13057"
418,"$287,000",,,,13032,"4009 Seeber Rd,
       
        Canastota, NY 13032"
419,"$225,000",3 Bd,2 Bath,"2,112 Sqft",13032,"214 Prospect Street,
       
        Lenox, NY 13032"
420,"$79,900",4 Bd,2 Bath,"2,524 Sqft",13032,"3085 Seneca Turnpike,
       
        Lenox, NY 13032"
421,"$399,000",,,,13032,"8307 Lewis Point Rd,
       
        Canastota, NY 13032"
422,"$649,900",2 Bd,1 Bath,850 Sqft,13783,"9003 County Highway 28,
       
        Hancock, NY 13783"
423,"$599,000",,,,13035,"4955 Nelson Rd,
       
        Cazenovia, NY 13035"
424,"$34,800",3 Bd,1 Bath,"1,600 Sqft",13421,"387 Washington Avenue,
       
        Oneida, NY 13421"
425,"$59,000",4 Bd,1 Bath,912 Sqft,13408,"5206 Swamp Road,
       
        Smithfield, NY 13408"
426,"$200,000",3 Bd,2 Bath,"1,694 Sqft",13421,"256 Belmont Avenue,
       
        Oneida, NY 13421"
427,"$249,900",2 Bd,1 Bath,"1,056 Sqft",13032,"8618 Stephens Road,
       
        Lenox, NY 13032"
428,"$139,900",6 Bd,2 Bath,"2,606 Sqft",13421,"230 W Walnut Street,
       
        Oneida, NY 13421"
429,"$105,000",4 Bd,2 Bath,"1,907 Sqft",13421,"212 Bates Avenue,
       
        Oneida, NY 13421"
430,"$115,000",2 Bd,1 Bath,720 Sqft,13421,"345 N Lake Street,
       
        Oneida, NY 13421"
431,"$25,000",,,,13032,"8899 N Main Street,
       
        Lenox, NY 13032"
432,"$439,000",,,,13408,"4762 South Butler,
       
        Morrisville, NY 13408"
433,"$259,500",4 Bd,2 Bath,"1,332 Sqft",13476,"4510 Skenandoah Drive,
       
        Vernon, NY 13476"
434,"$474,800",4 Bd,3 Bath,"2,080 Sqft",13032,"2998 State Route 31,
       
        Lenox, NY 13032"
435,"$64,000",,,,13409,"4760 Johnson Road,
       
        Stockbridge, NY 13409"
436,"$329,900",3 Bd,3 Bath,"1,902 Sqft",13461,"132 Cherry Lane,
       
        Vernon, NY 13461"
437,"$499,900",4 Bd,3 Bath,"2,474 Sqft",13035,"1697 North Lake Road,
       
        Cazenovia, NY 13035"
438,"$149,500",3 Bd,1 Bath,"1,009 Sqft",13035,"11 Lyman Street,
       
        Cazenovia, NY 13035"
439,"$175,000",2 Bd,1 Bath,"1,136 Sqft",13478,"6075 Route 31,
       
        Verona, NY 13478"
440,"$229,995",,,,13493,"15 Beach Road,
       
        Amboy, NY 13493"
441,"$149,900",3 Bd,1 Bath,730 Sqft,13316,"72 Sherman Hill Dr,
       
        Camden, NY 13316"
442,"$299,900",4 Bd,2 Bath,"1,352 Sqft",13082,"8835 Bridgeport-Kirkville Road,
       
        Sullivan, NY 13082"
443,"$124,900",,,,13063,"1041 County Route 37 Rd,
       
        Central Square, NY 13063"
444,"$260,000",3 Bd,2 Bath,"1,335 Sqft",13030,"1252 Palmer Circle,
       
        Sullivan, NY 13030"
445,"$649,900",1 Bd,1 Bath,800 Sqft,13493,"130 Base Bridge Rd,
       
        Williamstown, NY 13493"
446,"$889,900",,,,13302,"147 South Albion Rd,
       
        Altmar, NY 13302"
447,"$169,000",3 Bd,1 Bath,900 Sqft,13076,"111 Pangborn Road,
       
        Hastings, NY 13076"
448,"$159,900",,,,13302,"93 Maple Landing Rd,
       
        Altmar, NY 13302"
449,"$234,000",3 Bd,2 Bath,"1,352 Sqft",13483,"11386 Westdale Road,
       
        Camden, NY 13483"
450,"$264,900",4 Bd,2 Bath,"1,736 Sqft",13212,"7191 Rosewood Circle,
       
        Cicero, NY 13212"
451,"$189,900",,,,13029,"9653 Black Creek Rd,
       
        Brewerton, NY 13029"
452,"$474,800",4 Bd,3 Bath,"2,080 Sqft",13032,"2998 State Route 31,
       
        Lenox, NY 13032"
453,"$220,000",,,,13057,"506 Fremont Rd,
       
        East Syracuse, NY 13057"
454,"$209,900",3 Bd,2 Bath,"1,535 Sqft",13316,"69 2nd Street,
       
        Camden, NY 13316"
455,"$194,500",,,,13057,"103 Broadmore Ln,
       
        East Syracuse, NY 13057"
456,"$25,000",,,,13032,"8899 N Main Street,
       
        Lenox, NY 13032"
457,"$149,900",2 Bd,1 Bath,750 Sqft,13057,"523 Roby Avenue,
       
        Dewitt, NY 13057"
458,"$399,000",3 Bd,4 Bath,"2,230 Sqft",13041,"8555 Mcnamara Drive,
       
        Clay, NY 13041"
459,"$269,000",3 Bd,3 Bath,"1,804 Sqft",13088,"7369 Cedarpost Road,
       
        Clay, NY 13088"
460,"$524,900",3 Bd,3 Bath,"2,143 Sqft",13088,"4980 Astilbe,
       
        Clay, NY 13088"
461,"$199,900",,,,13206,"1130 N Glencove Rd Rd,
       
        Syracuse, NY 13206"
462,"$960,000",9 Bd,5 Bath,"3,627 Sqft",13045,"146 Tompkins Street,
       
        Cortland, NY 13045"
463,"$165,000",4 Bd,2 Bath,"1,086 Sqft",13045,"24 Water Street,
       
        Cortland, NY 13045"
464,"$165,000",4 Bd,1 Bath,"1,140 Sqft",13045,"22 Water Street,
       
        Cortland, NY 13045"
465,"$185,000",5 Bd,2 Bath,"1,586 Sqft",13045,"15 Stevenson Street,
       
        Cortland, NY 13045"
466,"$439,000",3 Bd,2 Bath,"1,732 Sqft",13045,"405 Hatfield Hill Road,
       
        Homer, NY 13045"
467,"$725,000",3 Bd,3 Bath,"2,768 Sqft",13045,"2093 Kypriotis Drive,
       
        Virgil, NY 13045"
468,"$960,000",10 Bd,5 Bath,"2,478 Sqft",13045,"144 Tompkins Street,
       
        Cortland, NY 13045"
469,"$960,000",8 Bd,3 Bath,"3,533 Sqft",13045,"148-148 1/2 Tompkins Street,
       
        Cortland, NY 13045"
470,"$57,900",5 Bd,2 Bath,"2,702 Sqft",13045,"13-15 Brown,
       
        Cortland, NY 13045"
471,"$137,900",4 Bd,3 Bath,"2,154 Sqft",13045,"15 Hubbard Street,
       
        Cortland, NY 13045"
472,"$57,900",6 Bd,2 Bath,"2,656 Sqft",13045,"13 15 BROWN ST,
       
        CORTLAND, NY 13045"
473,"$149,900",3 Bd,2 Bath,"1,368 Sqft",13045,"5 Kinney Lane,
       
        Cortland, NY 13045"
474,"$139,000",3 Bd,2 Bath,"1,536 Sqft",13045,"78 Elm Street,
       
        Cortland, NY 13045"
475,"$139,900",3 Bd,2 Bath,"1,642 Sqft",13045,"31 Jewett Avenue,
       
        Cortland, NY 13045"
476,"$154,900",3 Bd,2 Bath,"1,440 Sqft",13045,"5 Garfield Street,
       
        Cortland, NY 13045"
477,"$199,000",3 Bd,2 Bath,"1,431 Sqft",13045,"266 McLean Road,
       
        Groton, NY 13045"
478,"$69,900",3 Bd,1 Bath,"1,232 Sqft",13045,"10 South Avenue,
       
        Cortland, NY 13045"
479,"$98,000",4 Bd,1 Bath,"1,334 Sqft",13045,"4 Winter Street,
       
        Cortland, NY 13045"
480,"$52,400",,,,13045,"0 Hauck Hill Road,
       
        Virgil, NY 13045"
481,"$34,900",,,,13045,"1177 Gallagher Road,
       
        Cortland, NY 13045"
